RecordID,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,LeverageDistance,LeverageCutoff,LeverageFlag,MedianRegressionPrediction,MedianRegressionResidual,ResidualRobustZ,ResidualZCutoff,ResponseOutlierFlag,OutlierClass
24,0.988430,0.000000,8.140000,0,0.538000,5.813000,100.000000,4.095200,4,307,21.000000,394.540000,19.880000,14.500000,2.858467,4.830804,False,14.074512,0.425488,0.137406,3.500000,False,Regular
25,0.750260,0.000000,8.140000,0,0.538000,5.924000,94.100000,4.399600,4,307,21.000000,394.330000,16.300000,15.600000,2.501269,4.830804,False,15.687356,-0.087356,0.028210,3.500000,False,Regular
26,0.840540,0.000000,8.140000,0,0.538000,5.599000,85.700000,4.454600,4,307,21.000000,303.420000,16.510000,13.900000,2.460796,4.830804,False,14.174953,-0.274953,0.088792,3.500000,False,Regular
27,0.671910,0.000000,8.140000,0,0.538000,5.813000,90.300000,4.682000,4,307,21.000000,376.880000,14.810000,16.600000,2.542197,4.830804,False,15.477999,1.122001,0.362336,3.500000,False,Regular
28,0.955770,0.000000,8.140000,0,0.538000,6.047000,88.800000,4.453400,4,307,21.000000,306.380000,17.280000,14.800000,2.521004,4.830804,False,15.934259,-1.134259,0.366295,3.500000,False,Regular
29,0.772990,0.000000,8.140000,0,0.538000,6.495000,94.400000,4.454700,4,307,21.000000,387.940000,12.800000,18.400000,2.637684,4.830804,False,19.546543,-1.146543,0.370262,3.500000,False,Regular
30,1.002450,0.000000,8.140000,0,0.538000,6.674000,87.300000,4.239000,4,307,21.000000,380.230000,11.980000,21.000000,2.538241,4.830804,False,21.012301,-0.012301,0.003972,3.500000,False,Regular
31,1.130810,0.000000,8.140000,0,0.538000,5.713000,94.100000,4.233000,4,307,21.000000,360.170000,22.600000,12.700000,3.226178,4.830804,False,12.586005,0.113995,0.036813,3.500000,False,Regular
32,1.354720,0.000000,8.140000,0,0.538000,6.072000,100.000000,4.175000,4,307,21.000000,376.730000,13.040000,14.500000,2.705359,4.830804,False,17.590246,-3.090246,0.997956,3.500000,False,Regular
33,1.387990,0.000000,8.140000,0,0.538000,5.950000,82.000000,3.990000,4,307,21.000000,232.600000,27.710000,13.200000,4.762515,4.830804,False,12.337574,0.862426,0.278509,3.500000,False,Regular
34,1.151720,0.000000,8.140000,0,0.538000,5.701000,95.000000,3.787200,4,307,21.000000,358.770000,18.350000,13.100000,2.565007,4.830804,False,14.491707,-1.391707,0.449434,3.500000,False,Regular
35,1.612820,0.000000,8.140000,0,0.538000,6.096000,96.900000,3.759800,4,307,21.000000,248.310000,20.340000,13.500000,2.931986,4.830804,False,15.575100,-2.075100,0.670127,3.500000,False,Regular
36,0.064170,0.000000,5.960000,0,0.499000,5.933000,68.200000,3.360300,5,279,19.200000,396.900000,9.680000,18.900000,2.098450,4.830804,False,22.131665,-3.231665,1.043625,3.500000,False,Regular
37,0.097440,0.000000,5.960000,0,0.499000,5.841000,61.400000,3.377900,5,279,19.200000,377.560000,11.410000,20.000000,2.096989,4.830804,False,21.190567,-1.190567,0.384479,3.500000,False,Regular
38,0.080140,0.000000,5.960000,0,0.499000,5.850000,41.500000,3.934200,5,279,19.200000,396.900000,8.770000,21.000000,2.159230,4.830804,False,21.960244,-0.960244,0.310099,3.500000,False,Regular
39,0.175050,0.000000,5.960000,0,0.499000,5.966000,30.200000,3.847300,5,279,19.200000,393.430000,10.130000,24.700000,2.569675,4.830804,False,22.315721,2.384279,0.769973,3.500000,False,Regular
40,0.027630,75.000000,2.950000,0,0.428000,6.595000,21.800000,5.401100,3,252,18.300000,395.630000,4.320000,30.800000,7.222799,4.830804,True,30.417042,0.382958,0.123672,3.500000,False,Leverage only
41,0.033590,75.000000,2.950000,0,0.428000,7.024000,15.800000,5.401100,3,252,18.300000,395.620000,1.980000,34.900000,7.285164,4.830804,True,33.376576,1.523424,0.491971,3.500000,False,Leverage only
42,0.127440,0.000000,6.910000,0,0.448000,6.770000,2.900000,5.720900,3,233,17.900000,385.410000,4.840000,26.600000,3.473384,4.830804,False,28.345208,-1.745208,0.563593,3.500000,False,Regular
43,0.141500,0.000000,6.910000,0,0.448000,6.169000,6.600000,5.720900,3,233,17.900000,383.370000,5.810000,25.300000,3.111034,4.830804,False,25.105205,0.194795,0.062906,3.500000,False,Regular
44,0.159360,0.000000,6.910000,0,0.448000,6.211000,6.500000,5.720900,3,233,17.900000,394.460000,7.440000,24.700000,3.146251,4.830804,False,24.723104,-0.023104,0.007461,3.500000,False,Regular
45,0.122690,0.000000,6.910000,0,0.448000,6.069000,40.000000,5.720900,3,233,17.900000,389.390000,9.550000,21.200000,2.190312,4.830804,False,22.677593,-1.477593,0.477170,3.500000,False,Regular
46,0.171420,0.000000,6.910000,0,0.448000,5.682000,33.800000,5.100400,3,233,17.900000,396.900000,10.210000,19.300000,2.468088,4.830804,False,21.392848,-2.092848,0.675859,3.500000,False,Regular
47,0.188360,0.000000,6.910000,0,0.448000,5.786000,33.300000,5.100400,3,233,17.900000,396.900000,14.150000,20.000000,2.734423,4.830804,False,20.489100,-0.489100,0.157949,3.500000,False,Regular
48,0.229270,0.000000,6.910000,0,0.448000,6.030000,85.500000,5.689400,3,233,17.900000,392.740000,18.800000,16.600000,3.530340,4.830804,False,18.367792,-1.767792,0.570886,3.500000,False,Regular
49,0.253870,0.000000,6.910000,0,0.448000,5.399000,95.300000,5.870000,3,233,17.900000,396.900000,30.810000,14.400000,5.950410,4.830804,True,10.757040,3.642960,1.176448,3.500000,False,Leverage only
50,0.219770,0.000000,6.910000,0,0.448000,5.602000,62.000000,6.087700,3,233,17.900000,396.900000,16.200000,19.400000,3.011256,4.830804,False,17.304462,2.095538,0.676727,3.500000,False,Regular
51,0.088730,21.000000,5.640000,0,0.439000,5.963000,45.700000,6.814700,4,243,16.800000,395.560000,13.450000,19.700000,2.576281,4.830804,False,21.425163,-1.725163,0.557120,3.500000,False,Regular
52,0.043370,21.000000,5.640000,0,0.439000,6.115000,63.000000,6.814700,4,243,16.800000,393.970000,9.430000,20.500000,2.793974,4.830804,False,23.246033,-2.746033,0.886797,3.500000,False,Regular
53,0.053600,21.000000,5.640000,0,0.439000,6.511000,21.100000,6.814700,4,243,16.800000,396.900000,5.280000,25.000000,2.322728,4.830804,False,27.371801,-2.371801,0.765943,3.500000,False,Regular
54,0.049810,21.000000,5.640000,0,0.439000,5.998000,21.400000,6.814700,4,243,16.800000,396.900000,8.430000,23.400000,2.441487,4.830804,False,23.837366,-0.437366,0.141242,3.500000,False,Regular
55,0.013600,75.000000,4.000000,0,0.410000,5.888000,47.600000,7.319700,3,469,21.100000,396.900000,14.800000,18.900000,8.092979,4.830804,True,16.425101,2.474899,0.799237,3.500000,False,Leverage only
56,0.013110,90.000000,1.220000,0,0.403000,7.249000,21.900000,8.696600,5,226,17.900000,395.930000,4.810000,35.400000,7.879109,4.830804,True,31.668142,3.731858,1.205156,3.500000,False,Leverage only
57,0.020550,85.000000,0.740000,0,0.410000,6.383000,35.700000,9.187600,2,313,17.300000,396.900000,5.770000,24.700000,6.460214,4.830804,True,25.193871,-0.493871,0.159489,3.500000,False,Leverage only
58,0.014320,100.000000,1.320000,0,0.411000,6.816000,40.500000,8.324800,5,256,15.100000,392.900000,3.950000,31.600000,8.039800,4.830804,True,32.212419,-0.612419,0.197773,3.500000,False,Leverage only
59,0.154450,25.000000,5.130000,0,0.453000,6.145000,29.200000,7.814800,8,284,19.700000,390.680000,6.860000,23.300000,3.317870,4.830804,False,21.750061,1.549939,0.500533,3.500000,False,Regular
60,0.103280,25.000000,5.130000,0,0.453000,5.927000,47.200000,6.932000,8,284,19.700000,396.900000,9.220000,19.600000,3.196012,4.830804,False,20.488194,-0.888194,0.286831,3.500000,False,Regular
61,0.149320,25.000000,5.130000,0,0.453000,5.741000,66.200000,7.225400,8,284,19.700000,395.110000,13.150000,18.700000,3.671204,4.830804,False,17.542467,1.157533,0.373811,3.500000,False,Regular
62,0.171710,25.000000,5.130000,0,0.453000,5.966000,93.400000,6.818500,8,284,19.700000,378.080000,14.440000,16.000000,4.381875,4.830804,False,18.054924,-2.054924,0.663612,3.500000,False,Regular
63,0.110270,25.000000,5.130000,0,0.453000,6.456000,67.800000,7.225500,8,284,19.700000,396.900000,6.730000,22.200000,3.646290,4.830804,False,23.157019,-0.957019,0.309057,3.500000,False,Regular
64,0.126500,25.000000,5.130000,0,0.453000,6.762000,43.400000,7.980900,8,284,19.700000,395.580000,9.500000,25.000000,3.638499,4.830804,False,23.270249,1.729751,0.558601,3.500000,False,Regular
65,0.019510,17.500000,1.380000,0,0.416100,7.104000,59.500000,9.222900,3,216,18.600000,393.240000,8.050000,33.000000,4.802325,4.830804,False,24.673918,8.326082,2.688803,3.500000,False,Regular
66,0.035840,80.000000,3.370000,0,0.398000,6.290000,17.800000,6.611500,4,337,16.100000,396.900000,4.670000,23.500000,6.025578,4.830804,True,29.217033,-5.717033,1.846243,3.500000,False,Leverage only
67,0.043790,80.000000,3.370000,0,0.398000,5.787000,31.100000,6.611500,4,337,16.100000,396.900000,10.240000,19.400000,6.224727,4.830804,True,24.622579,-5.222579,1.686566,3.500000,False,Leverage only
68,0.057890,12.500000,6.070000,0,0.409000,5.878000,21.400000,6.498000,4,345,18.900000,396.210000,8.100000,22.000000,3.256657,4.830804,False,20.923906,1.076094,0.347511,3.500000,False,Regular
69,0.135540,12.500000,6.070000,0,0.409000,5.594000,36.800000,6.498000,4,345,18.900000,396.900000,13.090000,17.400000,3.240411,4.830804,False,17.515857,-0.115857,0.037415,3.500000,False,Regular
70,0.128160,12.500000,6.070000,0,0.409000,5.885000,33.000000,6.498000,4,345,18.900000,396.900000,8.790000,20.900000,3.111438,4.830804,False,20.483408,0.416592,0.134533,3.500000,False,Regular
71,0.088260,0.000000,10.810000,0,0.413000,6.417000,6.600000,5.287300,4,305,19.200000,383.730000,6.720000,24.200000,3.490532,4.830804,False,25.196533,-0.996533,0.321818,3.500000,False,Regular
72,0.158760,0.000000,10.810000,0,0.413000,5.961000,17.500000,5.287300,4,305,19.200000,376.940000,9.880000,21.700000,3.105012,4.830804,False,21.716479,-0.016479,0.005322,3.500000,False,Regular
73,0.091640,0.000000,10.810000,0,0.413000,6.065000,7.800000,5.287300,4,305,19.200000,390.910000,5.520000,22.800000,3.383956,4.830804,False,23.945915,-1.145915,0.370059,3.500000,False,Regular
74,0.195390,0.000000,10.810000,0,0.413000,6.245000,6.200000,5.287300,4,305,19.200000,377.170000,7.540000,23.400000,3.465967,4.830804,False,24.091083,-0.691083,0.223177,3.500000,False,Regular
75,0.078960,0.000000,12.830000,0,0.437000,6.273000,6.000000,4.251500,5,398,18.700000,394.920000,6.780000,24.100000,4.042215,4.830804,False,24.882628,-0.782628,0.252740,3.500000,False,Regular
76,0.095120,0.000000,12.830000,0,0.437000,6.286000,45.000000,4.502600,5,398,18.700000,383.230000,8.940000,21.400000,3.115160,4.830804,False,23.171047,-1.771047,0.571937,3.500000,False,Regular
77,0.101530,0.000000,12.830000,0,0.437000,6.279000,74.500000,4.052200,5,398,18.700000,373.660000,11.970000,20.000000,3.259278,4.830804,False,21.979967,-1.979967,0.639405,3.500000,False,Regular
78,0.087070,0.000000,12.830000,0,0.437000,6.140000,45.800000,4.090500,5,398,18.700000,386.960000,10.270000,20.800000,3.047486,4.830804,False,22.434796,-1.634796,0.527937,3.500000,False,Regular
79,0.056460,0.000000,12.830000,0,0.437000,6.232000,53.700000,5.014100,5,398,18.700000,386.400000,12.340000,21.200000,3.264874,4.830804,False,21.008394,0.191606,0.061877,3.500000,False,Regular
80,0.083870,0.000000,12.830000,0,0.437000,5.874000,36.600000,4.502600,5,398,18.700000,396.060000,9.100000,20.300000,3.243197,4.830804,False,21.338779,-1.038779,0.335461,3.500000,False,Regular
81,0.041130,25.000000,4.860000,0,0.426000,6.727000,33.500000,5.400700,4,281,19.000000,396.900000,5.290000,28.000000,2.378871,4.830804,False,27.767165,0.232835,0.075191,3.500000,False,Regular
82,0.044620,25.000000,4.860000,0,0.426000,6.619000,70.400000,5.400700,4,281,19.000000,395.630000,7.220000,23.900000,2.717449,4.830804,False,25.875950,-1.975950,0.638108,3.500000,False,Regular
83,0.036590,25.000000,4.860000,0,0.426000,6.302000,32.200000,5.400700,4,281,19.000000,396.900000,6.720000,24.800000,2.326897,4.830804,False,25.287552,-0.487552,0.157449,3.500000,False,Regular
84,0.035510,25.000000,4.860000,0,0.426000,6.167000,46.700000,5.400700,4,281,19.000000,390.640000,7.510000,22.900000,2.312087,4.830804,False,24.098600,-1.198600,0.387073,3.500000,False,Regular
85,0.050590,0.000000,4.490000,0,0.449000,6.389000,48.000000,4.779400,3,247,18.500000,396.900000,9.620000,23.900000,1.725049,4.830804,False,24.337600,-0.437600,0.141318,3.500000,False,Regular
86,0.057350,0.000000,4.490000,0,0.449000,6.630000,56.100000,4.437700,3,247,18.500000,392.300000,6.530000,26.600000,1.739657,4.830804,False,26.775327,-0.175327,0.056620,3.500000,False,Regular
87,0.051880,0.000000,4.490000,0,0.449000,6.015000,45.100000,4.427200,3,247,18.500000,395.990000,12.860000,22.500000,2.198661,4.830804,False,21.856982,0.643018,0.207655,3.500000,False,Regular
88,0.071510,0.000000,4.490000,0,0.449000,6.121000,56.800000,3.747600,3,247,18.500000,395.150000,8.440000,22.200000,2.071076,4.830804,False,24.420939,-2.220939,0.717224,3.500000,False,Regular
89,0.056600,0.000000,3.410000,0,0.489000,7.007000,86.300000,3.421700,2,270,17.800000,396.900000,5.500000,23.600000,2.925217,4.830804,False,29.066423,-5.466423,1.765312,3.500000,False,Regular
90,0.053020,0.000000,3.410000,0,0.489000,7.079000,63.100000,3.414500,2,270,17.800000,396.060000,5.700000,28.700000,2.574118,4.830804,False,29.780409,-1.080409,0.348904,3.500000,False,Regular
91,0.046840,0.000000,3.410000,0,0.489000,6.417000,66.100000,3.092300,2,270,17.800000,392.180000,8.810000,22.600000,2.339260,4.830804,False,25.850495,-3.250495,1.049706,3.500000,False,Regular
92,0.039320,0.000000,3.410000,0,0.489000,6.405000,73.900000,3.092100,2,270,17.800000,393.550000,8.200000,22.000000,2.449841,4.830804,False,25.864495,-3.864495,1.247990,3.500000,False,Regular
93,0.042030,28.000000,15.040000,0,0.464000,6.442000,53.600000,3.665900,4,270,18.200000,395.010000,8.160000,22.900000,5.685231,4.830804,True,27.396977,-4.496977,1.452242,3.500000,False,Leverage only
94,0.028750,28.000000,15.040000,0,0.464000,6.211000,28.900000,3.665900,4,270,18.200000,396.330000,6.210000,25.000000,5.845436,4.830804,True,27.473138,-2.473138,0.798669,3.500000,False,Leverage only
95,0.042940,28.000000,15.040000,0,0.464000,6.249000,77.300000,3.615000,4,270,18.200000,396.900000,10.590000,20.600000,5.968223,4.830804,True,25.232594,-4.632594,1.496038,3.500000,False,Leverage only
96,0.122040,0.000000,2.890000,0,0.445000,6.625000,57.800000,3.495200,2,276,18.000000,357.980000,6.650000,28.400000,2.680628,4.830804,False,27.609741,0.790259,0.255204,3.500000,False,Regular
97,0.115040,0.000000,2.890000,0,0.445000,6.163000,69.600000,3.495200,2,276,18.000000,391.830000,11.340000,21.400000,2.782678,4.830804,False,23.550796,-2.150796,0.694572,3.500000,False,Regular
98,0.120830,0.000000,2.890000,0,0.445000,8.069000,76.000000,3.495200,2,276,18.000000,396.900000,4.210000,38.700000,4.179838,4.830804,False,34.916872,3.783128,1.221713,3.500000,False,Regular
99,0.081870,0.000000,2.890000,0,0.445000,7.820000,36.900000,3.495200,2,276,18.000000,393.530000,3.570000,43.800000,4.107816,4.830804,False,34.718638,9.081362,2.932711,3.500000,False,Regular
100,0.068600,0.000000,2.890000,0,0.445000,7.416000,62.500000,3.495200,2,276,18.000000,396.900000,6.190000,33.200000,3.236350,4.830804,False,31.407410,1.792590,0.578894,3.500000,False,Regular
101,0.148660,0.000000,8.560000,0,0.520000,6.727000,79.900000,2.777800,5,384,20.900000,394.760000,9.420000,27.500000,2.907911,4.830804,False,23.583085,3.916915,1.264918,3.500000,False,Regular
102,0.114320,0.000000,8.560000,0,0.520000,6.781000,71.300000,2.856100,5,384,20.900000,395.580000,7.670000,26.500000,2.983342,4.830804,False,24.542556,1.957444,0.632132,3.500000,False,Regular
103,0.228760,0.000000,8.560000,0,0.520000,6.405000,85.400000,2.714700,5,384,20.900000,70.800000,10.630000,18.600000,2.791710,4.830804,False,21.593021,-2.993021,0.966558,3.500000,False,Regular
104,0.211610,0.000000,8.560000,0,0.520000,6.137000,87.400000,2.714700,5,384,20.900000,394.470000,13.440000,19.300000,2.759083,4.830804,False,19.300000,0.000000,0.000000,3.500000,False,Regular
105,0.139600,0.000000,8.560000,0,0.520000,6.167000,90.000000,2.421000,5,384,20.900000,392.690000,12.330000,20.100000,2.897561,4.830804,False,20.106188,-0.006188,0.001998,3.500000,False,Regular
106,0.132620,0.000000,8.560000,0,0.520000,5.851000,96.700000,2.106900,5,384,20.900000,394.050000,16.470000,19.500000,3.278019,4.830804,False,17.357539,2.142461,0.691881,3.500000,False,Regular
107,0.171200,0.000000,8.560000,0,0.520000,5.836000,91.900000,2.211000,5,384,20.900000,395.670000,18.660000,19.500000,3.378742,4.830804,False,16.484728,3.015272,0.973744,3.500000,False,Regular
108,0.131170,0.000000,8.560000,0,0.520000,6.127000,85.200000,2.122400,5,384,20.900000,387.690000,14.090000,20.400000,3.012138,4.830804,False,19.700976,0.699024,0.225741,3.500000,False,Regular
109,0.128020,0.000000,8.560000,0,0.520000,6.474000,97.100000,2.432900,5,384,20.900000,395.240000,12.270000,19.800000,3.044735,4.830804,False,21.424495,-1.624495,0.524610,3.500000,False,Regular
110,0.263630,0.000000,8.560000,0,0.520000,6.229000,91.200000,2.545100,5,384,20.900000,391.230000,15.550000,19.400000,2.966450,4.830804,False,19.083762,0.316238,0.102125,3.500000,False,Regular
111,0.107930,0.000000,8.560000,0,0.520000,6.195000,54.400000,2.777800,5,384,20.900000,393.490000,13.000000,21.700000,3.108991,4.830804,False,20.299163,1.400837,0.452382,3.500000,False,Regular
112,0.100840,0.000000,10.010000,0,0.547000,6.715000,81.600000,2.677500,6,432,17.800000,395.590000,10.160000,22.800000,3.006227,4.830804,False,25.166984,-2.366984,0.764387,3.500000,False,Regular
113,0.123290,0.000000,10.010000,0,0.547000,5.913000,92.900000,2.353400,6,432,17.800000,394.950000,16.210000,18.800000,3.188704,4.830804,False,19.376318,-0.576318,0.186115,3.500000,False,Regular
114,0.222120,0.000000,10.010000,0,0.547000,6.092000,95.400000,2.548000,6,432,17.800000,396.900000,17.090000,18.700000,3.216565,4.830804,False,19.638851,-0.938851,0.303190,3.500000,False,Regular
115,0.142310,0.000000,10.010000,0,0.547000,6.254000,84.200000,2.256500,6,432,17.800000,388.740000,10.450000,18.500000,3.019109,4.830804,False,23.289328,-4.789328,1.546653,3.500000,False,Regular
116,0.171340,0.000000,10.010000,0,0.547000,5.928000,88.200000,2.463100,6,432,17.800000,344.910000,15.760000,18.300000,3.094265,4.830804,False,19.573285,-1.273285,0.411191,3.500000,False,Regular
117,0.131580,0.000000,10.010000,0,0.547000,6.176000,72.500000,2.730100,6,432,17.800000,393.300000,12.040000,21.200000,2.890658,4.830804,False,22.079227,-0.879227,0.283935,3.500000,False,Regular
118,0.150980,0.000000,10.010000,0,0.547000,6.021000,82.600000,2.747400,6,432,17.800000,394.510000,10.300000,19.200000,3.180174,4.830804,False,21.757365,-2.557365,0.825869,3.500000,False,Regular
119,0.130580,0.000000,10.010000,0,0.547000,5.872000,73.100000,2.477500,6,432,17.800000,338.630000,15.370000,20.400000,3.074658,4.830804,False,19.724182,0.675818,0.218247,3.500000,False,Regular
120,0.144760,0.000000,10.010000,0,0.547000,5.731000,65.200000,2.759200,6,432,17.800000,391.500000,13.610000,19.300000,3.137216,4.830804,False,19.536308,-0.236308,0.076313,3.500000,False,Regular
121,0.068990,0.000000,25.650000,0,0.581000,5.870000,69.700000,2.257700,2,188,19.100000,389.150000,14.370000,22.000000,9.561706,4.830804,True,21.097270,0.902730,0.291525,3.500000,False,Leverage only
122,0.071650,0.000000,25.650000,0,0.581000,6.004000,84.100000,2.197400,2,188,19.100000,377.670000,14.270000,20.300000,9.601120,4.830804,True,21.553578,-1.253578,0.404827,3.500000,False,Leverage only
123,0.092990,0.000000,25.650000,0,0.581000,5.961000,92.900000,2.086900,2,188,19.100000,378.090000,17.930000,20.500000,9.720788,4.830804,True,19.999226,0.500774,0.161719,3.500000,False,Leverage only
124,0.150380,0.000000,25.650000,0,0.581000,5.856000,97.000000,1.944400,2,188,19.100000,370.310000,25.410000,17.300000,10.196528,4.830804,True,16.914708,0.385292,0.124425,3.500000,False,Leverage only
125,0.098490,0.000000,25.650000,0,0.581000,5.879000,95.800000,2.006300,2,188,19.100000,379.380000,17.580000,18.800000,9.767252,4.830804,True,19.768099,-0.968099,0.312635,3.500000,False,Leverage only
126,0.169020,0.000000,25.650000,0,0.581000,5.986000,88.400000,1.992900,2,188,19.100000,385.020000,14.810000,21.400000,9.691917,4.830804,True,21.400000,0.000000,0.000000,3.500000,False,Leverage only
127,0.387350,0.000000,25.650000,0,0.581000,5.613000,95.600000,1.757200,2,188,19.100000,359.290000,27.260000,15.700000,10.380360,4.830804,True,15.310377,0.389623,0.125824,3.500000,False,Leverage only
128,0.259150,0.000000,21.890000,0,0.624000,5.693000,96.000000,1.788300,4,437,21.200000,392.110000,17.190000,16.200000,4.037910,4.830804,False,14.581691,1.618309,0.522612,3.500000,False,Regular
129,0.325430,0.000000,21.890000,0,0.624000,6.431000,98.800000,1.812500,4,437,21.200000,396.900000,15.390000,18.000000,4.206399,4.830804,False,18.601481,-0.601481,0.194241,3.500000,False,Regular
130,0.881250,0.000000,21.890000,0,0.624000,5.637000,94.700000,1.979900,4,437,21.200000,396.900000,18.340000,14.300000,3.984909,4.830804,False,13.652777,0.647223,0.209012,3.500000,False,Regular
131,0.340060,0.000000,21.890000,0,0.624000,6.458000,98.900000,2.118500,4,437,21.200000,395.040000,12.600000,19.200000,4.289255,4.830804,False,19.391770,-0.191770,0.061930,3.500000,False,Regular
132,1.192940,0.000000,21.890000,0,0.624000,6.326000,97.700000,2.271000,4,437,21.200000,396.900000,12.260000,19.600000,4.315710,4.830804,False,18.645295,0.954705,0.308310,3.500000,False,Regular
133,0.590050,0.000000,21.890000,0,0.624000,6.372000,97.900000,2.327400,4,437,21.200000,385.760000,11.120000,23.000000,4.402380,4.830804,False,19.279482,3.720518,1.201494,3.500000,False,Regular
134,0.329820,0.000000,21.890000,0,0.624000,5.822000,95.400000,2.469900,4,437,21.200000,388.690000,15.030000,18.400000,4.062144,4.830804,False,15.235878,3.164122,1.021813,3.500000,False,Regular
