RecordID,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,Strength,RobustDistance,DistanceCutoff,OutlierFlag,OutlierStatus
83,401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,3,41.099664,3.081446,4.361510,False,Inlier
84,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,3,35.301171,3.208481,4.361510,False,Inlier
85,323.700000,282.800000,0.000000,183.800000,10.300000,942.700000,659.900000,3,28.296095,4.532787,4.361510,True,Outlier
86,379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,3,28.599464,6.349546,4.361510,True,Outlier
87,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,3,35.301171,3.208481,4.361510,False,Inlier
88,286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,3,24.400556,4.267939,4.361510,False,Inlier
89,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,3,35.301171,3.208481,4.361510,False,Inlier
90,439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,3,39.300132,3.825061,4.361510,False,Inlier
91,389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,3,40.596347,5.520857,4.361510,True,Outlier
92,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,3,35.301171,3.208481,4.361510,False,Inlier
93,337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,3,24.097186,3.558781,4.361510,False,Inlier
94,374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,7,46.201787,2.603324,4.361510,False,Inlier
95,313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,7,42.795775,3.833142,4.361510,False,Inlier
96,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,7,49.201007,3.731273,4.361510,False,Inlier
97,425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,7,46.801631,4.062921,4.361510,False,Inlier
98,375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,7,45.698469,5.721250,4.361510,True,Outlier
99,475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,7,55.599345,3.347663,4.361510,False,Inlier
100,469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,7,54.896079,7.751961,4.361510,True,Outlier
101,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,7,49.201007,3.731273,4.361510,False,Inlier
102,388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,7,34.901275,3.736084,4.361510,False,Inlier
103,531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,7,46.898158,7.212196,4.361510,True,Outlier
104,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,7,49.201007,3.731273,4.361510,False,Inlier
105,318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,7,33.398217,4.182212,4.361510,False,Inlier
106,401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,7,54.096287,3.019344,4.361510,False,Inlier
107,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,7,55.895819,2.752440,4.361510,False,Inlier
108,323.700000,282.800000,0.000000,183.800000,10.300000,942.700000,659.900000,7,49.800851,3.554439,4.361510,False,Inlier
109,379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,7,47.098106,5.481442,4.361510,True,Outlier
110,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,7,55.895819,2.752440,4.361510,False,Inlier
111,286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,7,37.997022,3.365365,4.361510,False,Inlier
112,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,7,55.895819,2.752440,4.361510,False,Inlier
113,439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,7,56.095767,3.431539,4.361510,False,Inlier
114,389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,7,59.094988,4.768070,4.361510,True,Outlier
115,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,7,22.897498,4.519303,4.361510,True,Outlier
116,337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,7,35.101223,2.697252,4.361510,False,Inlier
117,374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,28,61.094468,2.529706,4.361510,False,Inlier
118,313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,28,59.798253,3.752159,4.361510,False,Inlier
119,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,28,60.294676,3.560340,4.361510,False,Inlier
120,425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,28,61.797734,3.768376,4.361510,False,Inlier
121,375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,28,56.695611,5.519864,4.361510,True,Outlier
122,475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,28,68.299493,3.495317,4.361510,False,Inlier
123,469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,28,66.899856,7.501441,4.361510,True,Outlier
124,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,28,60.294676,3.560340,4.361510,False,Inlier
125,388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,28,50.697170,3.321685,4.361510,False,Inlier
126,531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,28,56.399137,7.013076,4.361510,True,Outlier
127,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,28,60.294676,3.560340,4.361510,False,Inlier
128,318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,28,55.495923,3.421177,4.361510,False,Inlier
129,401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,28,68.499441,3.346805,4.361510,False,Inlier
130,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,28,71.298713,3.225015,4.361510,False,Inlier
131,323.700000,282.800000,0.000000,183.800000,10.300000,942.700000,659.900000,28,74.697830,4.297883,4.361510,False,Inlier
132,379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,28,52.200228,5.449534,4.361510,True,Outlier
133,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,28,71.298713,3.225015,4.361510,False,Inlier
134,286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,28,67.699648,3.732233,4.361510,False,Inlier
135,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,28,71.298713,3.225015,4.361510,False,Inlier
136,439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,28,65.996643,3.401271,4.361510,False,Inlier
137,389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,28,74.497882,4.735665,4.361510,True,Outlier
138,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,28,71.298713,3.225015,4.361510,False,Inlier
139,337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,28,49.897378,2.223093,4.361510,False,Inlier
140,374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,56,63.397318,2.534995,4.361510,False,Inlier
141,313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,56,64.900376,3.772803,4.361510,False,Inlier
142,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,56,64.300532,3.677317,4.361510,False,Inlier
143,425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,56,64.900376,3.919870,4.361510,False,Inlier
144,375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,56,60.198150,5.689691,4.361510,True,Outlier
145,475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,56,72.298453,3.362308,4.361510,False,Inlier
146,469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,56,69.299233,7.737462,4.361510,True,Outlier
147,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,56,64.300532,3.677317,4.361510,False,Inlier
148,388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,56,55.199449,3.471766,4.361510,False,Inlier
149,531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,56,58.798513,7.338671,4.361510,True,Outlier
150,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,56,64.300532,3.677317,4.361510,False,Inlier
151,318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,56,66.100064,3.491358,4.361510,False,Inlier
152,401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,56,73.698090,3.203939,4.361510,False,Inlier
153,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,56,77.297154,3.084033,4.361510,False,Inlier
154,323.700000,282.800000,0.000000,183.800000,10.300000,942.700000,659.900000,56,80.199848,4.106688,4.361510,False,Inlier
155,379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,56,54.896079,5.744283,4.361510,True,Outlier
156,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,56,77.297154,3.084033,4.361510,False,Inlier
157,286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,56,72.994824,3.568325,4.361510,False,Inlier
158,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,56,77.297154,3.084033,4.361510,False,Inlier
159,439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,56,71.698609,3.394999,4.361510,False,Inlier
160,389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,56,79.400056,4.719602,4.361510,True,Outlier
161,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,56,77.297154,3.084033,4.361510,False,Inlier
162,337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,56,59.894780,2.344453,4.361510,False,Inlier
163,374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,91,64.900376,3.472121,4.361510,False,Inlier
164,313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,91,66.596487,4.344292,4.361510,False,Inlier
165,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,91,65.196851,4.537088,4.361510,True,Outlier
166,425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,91,66.699908,4.742592,4.361510,True,Outlier
167,375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,91,62.500999,6.364076,4.361510,True,Outlier
168,475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,91,74.194512,3.793507,4.361510,False,Inlier
169,469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,91,70.698869,8.423307,4.361510,True,Outlier
170,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,91,65.196851,4.537088,4.361510,True,Outlier
171,388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,91,57.598825,4.318887,4.361510,False,Inlier
172,531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,91,59.198409,8.229898,4.361510,True,Outlier
173,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,91,65.196851,4.537088,4.361510,True,Outlier
174,318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,91,68.099545,4.072538,4.361510,False,Inlier
175,401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,91,75.497622,3.471010,4.361510,False,Inlier
176,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,91,79.296635,3.210927,4.361510,False,Inlier
177,379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,91,56.495663,6.593293,4.361510,True,Outlier
178,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,91,79.296635,3.210927,4.361510,False,Inlier
179,286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,91,76.800732,3.745713,4.361510,False,Inlier
180,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,91,79.296635,3.210927,4.361510,False,Inlier
181,439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,91,73.298194,3.925982,4.361510,False,Inlier
182,389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,91,82.599225,5.113706,4.361510,True,Outlier
183,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,91,79.296635,3.210927,4.361510,False,Inlier
184,337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,91,67.796175,3.011090,4.361510,False,Inlier
185,222.360000,0.000000,96.670000,189.290000,4.460000,967.080000,870.320000,3,11.576302,2.713959,4.361510,False,Inlier
186,222.360000,0.000000,96.670000,189.290000,4.460000,967.080000,870.320000,14,24.448819,2.809036,4.361510,False,Inlier
187,222.360000,0.000000,96.670000,189.290000,4.460000,967.080000,870.320000,28,24.890084,2.506571,4.361510,False,Inlier
188,222.360000,0.000000,96.670000,189.290000,4.460000,967.080000,870.320000,56,29.447520,2.478040,4.361510,False,Inlier
189,222.360000,0.000000,96.670000,189.290000,4.460000,967.080000,870.320000,100,40.713558,3.259326,4.361510,False,Inlier
190,233.810000,0.000000,94.580000,197.890000,4.567000,947.040000,852.160000,3,10.383509,2.915165,4.361510,False,Inlier
191,233.810000,0.000000,94.580000,197.890000,4.567000,947.040000,852.160000,14,22.139074,2.900538,4.361510,False,Inlier
192,233.810000,0.000000,94.580000,197.890000,4.567000,947.040000,852.160000,28,22.835445,2.671595,4.361510,False,Inlier
193,233.810000,0.000000,94.580000,197.890000,4.567000,947.040000,852.160000,56,27.661777,2.696639,4.361510,False,Inlier
194,233.810000,0.000000,94.580000,197.890000,4.567000,947.040000,852.160000,100,34.556537,3.594858,4.361510,False,Inlier
195,194.680000,0.000000,100.520000,165.620000,7.480000,1006.400000,905.900000,3,12.451937,2.459066,4.361510,False,Inlier
196,194.680000,0.000000,100.520000,165.620000,7.480000,1006.400000,905.900000,14,24.986610,2.380760,4.361510,False,Inlier
197,194.680000,0.000000,100.520000,165.620000,7.480000,1006.400000,905.900000,28,25.724350,2.122647,4.361510,False,Inlier
198,194.680000,0.000000,100.520000,165.620000,7.480000,1006.400000,905.900000,56,33.963588,2.177939,4.361510,False,Inlier
199,194.680000,0.000000,100.520000,165.620000,7.480000,1006.400000,905.900000,100,37.342020,3.265190,4.361510,False,Inlier
200,190.680000,0.000000,125.400000,162.140000,7.770000,1090.000000,804.010000,3,15.044366,2.321817,4.361510,False,Inlier
201,190.680000,0.000000,125.400000,162.140000,7.770000,1090.000000,804.010000,14,21.063492,2.113760,4.361510,False,Inlier
202,190.680000,0.000000,125.400000,162.140000,7.770000,1090.000000,804.010000,28,26.400036,1.985232,4.361510,False,Inlier
203,190.680000,0.000000,125.400000,162.140000,7.770000,1090.000000,804.010000,56,35.342540,2.088800,4.361510,False,Inlier
204,190.680000,0.000000,125.400000,162.140000,7.770000,1090.000000,804.010000,100,40.568768,3.194404,4.361510,False,Inlier
205,212.070000,0.000000,121.620000,180.310000,5.690000,1057.600000,779.320000,3,12.472621,2.148895,4.361510,False,Inlier
206,212.070000,0.000000,121.620000,180.310000,5.690000,1057.600000,779.320000,14,20.918702,1.929322,4.361510,False,Inlier
207,212.070000,0.000000,121.620000,180.310000,5.690000,1057.600000,779.320000,28,24.903873,1.773197,4.361510,False,Inlier
208,212.070000,0.000000,121.620000,180.310000,5.690000,1057.600000,779.320000,56,34.204904,1.886007,4.361510,False,Inlier
209,212.070000,0.000000,121.620000,180.310000,5.690000,1057.600000,779.320000,100,39.610396,2.980955,4.361510,False,Inlier
210,229.970000,0.000000,118.310000,195.470000,4.630000,1029.400000,758.590000,3,10.031876,2.693437,4.361510,False,Inlier
211,229.970000,0.000000,118.310000,195.470000,4.630000,1029.400000,758.590000,14,20.084436,2.508589,4.361510,False,Inlier
212,229.970000,0.000000,118.310000,195.470000,4.630000,1029.400000,758.590000,28,24.483293,2.390403,4.361510,False,Inlier
213,229.970000,0.000000,118.310000,195.470000,4.630000,1029.400000,758.590000,56,31.536632,2.432937,4.361510,False,Inlier
214,229.970000,0.000000,118.310000,195.470000,4.630000,1029.400000,758.590000,100,35.342540,3.467292,4.361510,False,Inlier
215,190.340000,0.000000,125.180000,161.850000,9.880000,1088.100000,802.590000,3,9.445821,2.744887,4.361510,False,Inlier
216,190.340000,0.000000,125.180000,161.850000,9.880000,1088.100000,802.590000,14,22.718234,2.226042,4.361510,False,Inlier
217,190.340000,0.000000,125.180000,161.850000,9.880000,1088.100000,802.590000,28,28.468464,2.105622,4.361510,False,Inlier
218,190.340000,0.000000,125.180000,161.850000,9.880000,1088.100000,802.590000,56,38.562393,2.211588,4.361510,False,Inlier
219,190.340000,0.000000,125.180000,161.850000,9.880000,1088.100000,802.590000,100,40.389504,3.304664,4.361510,False,Inlier
220,166.090000,0.000000,163.270000,176.460000,4.490000,1058.600000,780.090000,3,10.762720,2.671744,4.361510,False,Inlier
221,166.090000,0.000000,163.270000,176.460000,4.490000,1058.600000,780.090000,14,25.483033,2.827266,4.361510,False,Inlier
222,166.090000,0.000000,163.270000,176.460000,4.490000,1058.600000,780.090000,28,21.539230,2.409054,4.361510,False,Inlier
223,166.090000,0.000000,163.270000,176.460000,4.490000,1058.600000,780.090000,56,28.627044,2.495597,4.361510,False,Inlier
224,166.090000,0.000000,163.270000,176.460000,4.490000,1058.600000,780.090000,100,33.543007,3.562674,4.361510,False,Inlier
225,167.950000,42.080000,163.830000,121.750000,5.720000,1058.700000,780.110000,3,7.749710,7.981557,4.361510,True,Outlier
