RecordID,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,Strength,LeverageDistance,LeverageCutoff,LeverageFlag,MedianRegressionPrediction,MedianRegressionResidual,ResidualRobustZ,ResidualZCutoff,ResponseOutlierFlag,OutlierClass
53,237.500000,237.500000,0.000000,228.000000,0.000000,932.000000,594.000000,90,33.116911,4.437369,4.187427,True,36.944031,-3.827120,0.426774,3.500000,False,Leverage only
54,304.000000,76.000000,0.000000,228.000000,0.000000,932.000000,670.000000,90,49.185149,4.307595,4.187427,True,29.599264,19.585886,2.184081,3.500000,False,Leverage only
55,139.600000,209.400000,0.000000,192.000000,0.000000,1047.000000,806.900000,7,14.589312,3.881193,4.187427,False,22.521039,-7.931727,0.884491,3.500000,False,Regular
56,198.600000,132.400000,0.000000,192.000000,0.000000,978.400000,825.500000,7,14.638265,1.996284,4.187427,False,20.258610,-5.620345,0.626742,3.500000,False,Regular
57,475.000000,0.000000,0.000000,228.000000,0.000000,932.000000,594.000000,365,41.934620,13.059382,4.187427,True,84.027087,-42.092468,4.693859,3.500000,True,Leverage + response
58,198.600000,132.400000,0.000000,192.000000,0.000000,978.400000,825.500000,3,9.131420,2.060417,4.187427,False,19.638655,-10.507234,1.171694,3.500000,False,Regular
59,304.000000,76.000000,0.000000,228.000000,0.000000,932.000000,670.000000,180,50.948829,6.558664,4.187427,True,43.548250,7.400579,0.825261,3.500000,False,Leverage only
60,332.500000,142.500000,0.000000,228.000000,0.000000,932.000000,594.000000,28,33.019006,3.892039,4.187427,False,29.119191,3.899815,0.434880,3.500000,False,Regular
61,304.000000,76.000000,0.000000,228.000000,0.000000,932.000000,670.000000,270,54.378283,9.348508,4.187427,True,57.497236,-3.118954,0.347804,3.500000,False,Leverage only
62,266.000000,114.000000,0.000000,228.000000,0.000000,932.000000,670.000000,270,51.732763,9.264860,4.187427,True,56.783452,-5.050689,0.563218,3.500000,False,Leverage only
63,310.000000,0.000000,0.000000,192.000000,0.000000,971.000000,850.600000,3,9.866402,2.141880,4.187427,False,19.976488,-10.110086,1.127406,3.500000,False,Regular
64,190.000000,190.000000,0.000000,228.000000,0.000000,932.000000,670.000000,270,50.655112,9.212646,4.187427,True,55.355883,-4.700771,0.524197,3.500000,False,Leverage only
65,266.000000,114.000000,0.000000,228.000000,0.000000,932.000000,670.000000,180,48.695621,6.449423,4.187427,True,42.834466,5.861156,0.653595,3.500000,False,Leverage only
66,342.000000,38.000000,0.000000,228.000000,0.000000,932.000000,670.000000,270,55.064311,9.469317,4.187427,True,58.211021,-3.146710,0.350899,3.500000,False,Leverage only
67,139.600000,209.400000,0.000000,192.000000,0.000000,1047.000000,806.900000,360,44.698040,11.890909,4.187427,True,77.232063,-32.534024,3.627968,3.500000,True,Leverage + response
68,332.500000,142.500000,0.000000,228.000000,0.000000,932.000000,594.000000,7,30.275581,3.926793,4.187427,False,25.864427,4.411153,0.491901,3.500000,False,Regular
69,190.000000,190.000000,0.000000,228.000000,0.000000,932.000000,670.000000,28,40.856969,3.444755,4.187427,False,17.848608,23.008360,2.565732,3.500000,False,Regular
70,485.000000,0.000000,0.000000,146.000000,0.000000,1120.000000,800.000000,28,71.988189,5.684289,4.187427,True,55.664385,16.323805,1.820317,3.500000,False,Leverage only
71,374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,3,34.397958,2.511359,4.187427,False,51.324982,-16.927024,1.887584,3.500000,False,Regular
72,313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,3,28.799413,3.757301,4.187427,False,48.150272,-19.350859,2.157873,3.500000,False,Regular
73,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,3,33.398217,3.500975,4.187427,False,54.519270,-21.121053,2.355273,3.500000,False,Regular
74,425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,3,36.300911,3.806207,4.187427,False,53.885297,-17.584386,1.960888,3.500000,False,Regular
75,375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,3,28.999361,5.422917,4.187427,True,54.164773,-25.165413,2.806271,3.500000,False,Leverage only
76,475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,3,37.797074,3.272971,4.187427,False,54.684180,-16.887106,1.883132,3.500000,False,Regular
77,469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,3,40.196451,7.489306,4.187427,True,64.355380,-24.158929,2.694035,3.500000,False,Leverage only
78,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,3,33.398217,3.500975,4.187427,False,54.519270,-21.121053,2.355273,3.500000,False,Regular
79,388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,3,28.096147,3.350059,4.187427,False,48.635417,-20.539270,2.290396,3.500000,False,Regular
80,531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,3,41.299612,6.751291,4.187427,True,59.893924,-18.594311,2.073508,3.500000,False,Leverage only
81,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,3,33.398217,3.500975,4.187427,False,54.519270,-21.121053,2.355273,3.500000,False,Regular
82,318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,3,25.200348,3.444276,4.187427,False,51.657621,-26.457273,2.950331,3.500000,False,Regular
83,401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,3,41.099664,2.880860,4.187427,False,50.721522,-9.621858,1.072963,3.500000,False,Regular
84,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,3,35.301171,2.522260,4.187427,False,50.927887,-15.626716,1.742582,3.500000,False,Regular
85,323.700000,282.800000,0.000000,183.800000,10.300000,942.700000,659.900000,3,28.296095,3.556709,4.187427,False,50.747897,-22.451802,2.503668,3.500000,False,Regular
86,379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,3,28.599464,5.491371,4.187427,True,49.381939,-20.782474,2.317517,3.500000,False,Leverage only
87,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,3,35.301171,2.522260,4.187427,False,50.927887,-15.626716,1.742582,3.500000,False,Regular
88,286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,3,24.400556,3.220125,4.187427,False,47.204687,-22.804131,2.542958,3.500000,False,Regular
89,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,3,35.301171,2.522260,4.187427,False,50.927887,-15.626716,1.742582,3.500000,False,Regular
90,439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,3,39.300132,3.407512,4.187427,False,54.417467,-15.117335,1.685780,3.500000,False,Regular
91,389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,3,40.596347,4.737265,4.187427,True,58.475033,-17.878686,1.993706,3.500000,False,Leverage only
92,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,3,35.301171,2.522260,4.187427,False,50.927887,-15.626716,1.742582,3.500000,False,Regular
93,337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,3,24.097186,2.366334,4.187427,False,46.022660,-21.925473,2.444976,3.500000,False,Regular
94,374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,7,46.201787,2.455845,4.187427,False,51.944937,-5.743150,0.640436,3.500000,False,Regular
95,313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,7,42.795775,3.723438,4.187427,False,48.770227,-5.974451,0.666229,3.500000,False,Regular
96,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,7,49.201007,3.457006,4.187427,False,55.139225,-5.938218,0.662189,3.500000,False,Regular
97,425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,7,46.801631,3.766966,4.187427,False,54.505252,-7.703621,0.859054,3.500000,False,Regular
98,375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,7,45.698469,5.391768,4.187427,True,54.784728,-9.086259,1.013236,3.500000,False,Leverage only
99,475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,7,55.599345,3.231061,4.187427,False,55.304135,0.295209,0.032920,3.500000,False,Regular
100,469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,7,54.896079,7.466539,4.187427,True,64.975335,-10.079256,1.123968,3.500000,False,Leverage only
101,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,7,49.201007,3.457006,4.187427,False,55.139225,-5.938218,0.662189,3.500000,False,Regular
102,388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,7,34.901275,3.304152,4.187427,False,49.255372,-14.354097,1.600669,3.500000,False,Regular
103,531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,7,46.898158,6.726459,4.187427,True,60.513879,-13.615721,1.518330,3.500000,False,Leverage only
104,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,7,49.201007,3.457006,4.187427,False,55.139225,-5.938218,0.662189,3.500000,False,Regular
105,318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,7,33.398217,3.399229,4.187427,False,52.277576,-18.879359,2.105295,3.500000,False,Regular
106,401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,7,54.096287,2.832628,4.187427,False,51.341477,2.754810,0.307197,3.500000,False,Regular
107,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,7,55.895819,2.466748,4.187427,False,51.547842,4.347978,0.484856,3.500000,False,Regular
108,323.700000,282.800000,0.000000,183.800000,10.300000,942.700000,659.900000,7,49.800851,3.518067,4.187427,False,51.367852,-1.567000,0.174741,3.500000,False,Regular
109,379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,7,47.098106,5.468041,4.187427,True,50.001894,-2.903788,0.323810,3.500000,False,Leverage only
110,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,7,55.895819,2.466748,4.187427,False,51.547842,4.347978,0.484856,3.500000,False,Regular
111,286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,7,37.997022,3.177050,4.187427,False,47.824642,-9.827619,1.095908,3.500000,False,Regular
112,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,7,55.895819,2.466748,4.187427,False,51.547842,4.347978,0.484856,3.500000,False,Regular
113,439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,7,56.095767,3.366851,4.187427,False,55.037422,1.058346,0.118019,3.500000,False,Regular
114,389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,7,59.094988,4.705738,4.187427,True,59.094988,0.000000,0.000000,3.500000,False,Leverage only
115,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,7,22.897498,2.466748,4.187427,False,51.547842,-28.650344,3.194887,3.500000,False,Regular
116,337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,7,35.101223,2.305849,4.187427,False,46.642615,-11.541391,1.287016,3.500000,False,Regular
117,374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,28,61.094468,2.286695,4.187427,False,55.199701,5.894768,0.657343,3.500000,False,Regular
118,313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,28,59.798253,3.630362,4.187427,False,52.024990,7.773263,0.866820,3.500000,False,Regular
119,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,28,60.294676,3.315152,4.187427,False,58.393988,1.900688,0.211951,3.500000,False,Regular
120,425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,28,61.797734,3.643531,4.187427,False,57.760016,4.037718,0.450258,3.500000,False,Regular
121,375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,28,56.695611,5.286594,4.187427,True,58.039492,-1.343880,0.149860,3.500000,False,Leverage only
122,475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,28,68.299493,3.107116,4.187427,False,58.558899,9.740594,1.086203,3.500000,False,Regular
123,469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,28,66.899856,7.389655,4.187427,True,68.230099,-1.330242,0.148339,3.500000,False,Leverage only
124,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,28,60.294676,3.315152,4.187427,False,58.393988,1.900688,0.211951,3.500000,False,Regular
125,388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,28,50.697170,3.155817,4.187427,False,52.510136,-1.812965,0.202169,3.500000,False,Regular
126,531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,28,56.399137,6.643316,4.187427,True,63.768642,-7.369505,0.821796,3.500000,False,Leverage only
127,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,28,60.294676,3.315152,4.187427,False,58.393988,1.900688,0.211951,3.500000,False,Regular
128,318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,28,55.495923,3.252963,4.187427,False,55.532340,-0.036416,0.004061,3.500000,False,Regular
129,401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,28,68.499441,2.687472,4.187427,False,54.596241,13.903200,1.550388,3.500000,False,Regular
130,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,28,71.298713,2.297031,4.187427,False,54.802605,16.496108,1.839531,3.500000,False,Regular
131,323.700000,282.800000,0.000000,183.800000,10.300000,942.700000,659.900000,28,74.697830,3.403973,4.187427,False,54.622615,20.075215,2.238648,3.500000,False,Regular
132,379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,28,52.200228,5.403942,4.187427,True,53.256657,-1.056429,0.117806,3.500000,False,Leverage only
133,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,28,71.298713,2.297031,4.187427,False,54.802605,16.496108,1.839531,3.500000,False,Regular
134,286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,28,67.699648,3.048353,4.187427,False,51.079405,16.620243,1.853374,3.500000,False,Regular
135,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,28,71.298713,2.297031,4.187427,False,54.802605,16.496108,1.839531,3.500000,False,Regular
136,439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,28,65.996643,3.245771,4.187427,False,58.292185,7.704458,0.859147,3.500000,False,Regular
137,389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,28,74.497882,4.607224,4.187427,True,62.349751,12.148130,1.354675,3.500000,False,Leverage only
138,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,28,71.298713,2.297031,4.187427,False,54.802605,16.496108,1.839531,3.500000,False,Regular
139,337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,28,49.897378,2.116311,4.187427,False,49.897378,0.000000,0.000000,3.500000,False,Regular
140,374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,56,63.397318,2.417900,4.187427,False,59.539385,3.857933,0.430210,3.500000,False,Regular
141,313.300000,262.200000,0.000000,175.500000,8.600000,1046.900000,611.800000,56,64.900376,3.735475,4.187427,False,56.364675,8.535701,0.951842,3.500000,False,Regular
142,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,56,64.300532,3.375828,4.187427,False,62.733673,1.566859,0.174725,3.500000,False,Regular
143,425.000000,106.300000,0.000000,151.400000,18.600000,936.000000,803.700000,56,64.900376,3.707097,4.187427,False,62.099701,2.800675,0.312312,3.500000,False,Regular
144,375.000000,93.800000,0.000000,126.600000,23.400000,852.100000,992.600000,56,60.198150,5.304478,4.187427,True,62.379176,-2.181027,0.243213,3.500000,False,Leverage only
145,475.000000,118.800000,0.000000,181.100000,8.900000,852.100000,781.500000,56,72.298453,3.208362,4.187427,False,62.898583,9.399870,1.048208,3.500000,False,Regular
146,469.000000,117.200000,0.000000,137.800000,32.200000,852.100000,840.500000,56,69.299233,7.400740,4.187427,True,72.569783,-3.270550,0.364709,3.500000,False,Leverage only
147,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,56,64.300532,3.375828,4.187427,False,62.733673,1.566859,0.174725,3.500000,False,Regular
148,388.600000,97.100000,0.000000,157.900000,12.100000,852.100000,925.700000,56,55.199449,3.219999,4.187427,False,56.849820,-1.650372,0.184038,3.500000,False,Regular
149,531.300000,0.000000,0.000000,141.800000,28.200000,852.100000,893.700000,56,58.798513,6.658707,4.187427,True,68.108327,-9.309814,1.038166,3.500000,False,Leverage only
150,425.000000,106.300000,0.000000,153.500000,16.500000,852.100000,887.100000,56,64.300532,3.375828,4.187427,False,62.733673,1.566859,0.174725,3.500000,False,Regular
151,318.800000,212.500000,0.000000,155.700000,14.300000,852.100000,880.400000,56,66.100064,3.312298,4.187427,False,59.872024,6.228040,0.694508,3.500000,False,Regular
152,401.800000,94.700000,0.000000,147.400000,11.400000,946.800000,852.100000,56,73.698090,2.800179,4.187427,False,58.935925,14.762164,1.646174,3.500000,False,Regular
153,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,56,77.297154,2.425949,4.187427,False,59.142290,18.154864,2.024504,3.500000,False,Regular
154,323.700000,282.800000,0.000000,183.800000,10.300000,942.700000,659.900000,56,80.199848,3.495837,4.187427,False,58.962300,21.237548,2.368263,3.500000,False,Regular
155,379.500000,151.200000,0.000000,153.900000,15.900000,1134.300000,605.000000,56,54.896079,5.473599,4.187427,True,57.596342,-2.700263,0.301114,3.500000,False,Leverage only
156,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,56,77.297154,2.425949,4.187427,False,59.142290,18.154864,2.024504,3.500000,False,Regular
157,286.300000,200.900000,0.000000,144.700000,11.200000,1004.600000,803.700000,56,72.994824,3.148185,4.187427,False,55.419090,17.575734,1.959923,3.500000,False,Regular
158,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,56,77.297154,2.425949,4.187427,False,59.142290,18.154864,2.024504,3.500000,False,Regular
159,439.000000,177.000000,0.000000,186.000000,11.100000,884.900000,707.900000,56,71.698609,3.339814,4.187427,False,62.631870,9.066739,1.011060,3.500000,False,Regular
160,389.900000,189.000000,0.000000,145.900000,22.000000,944.700000,755.800000,56,79.400056,4.657264,4.187427,True,66.689436,12.710620,1.417400,3.500000,False,Leverage only
161,362.600000,189.000000,0.000000,164.900000,11.600000,944.700000,755.800000,56,77.297154,2.425949,4.187427,False,59.142290,18.154864,2.024504,3.500000,False,Regular
162,337.900000,189.000000,0.000000,174.900000,9.500000,944.700000,755.800000,56,59.894780,2.246794,4.187427,False,54.237063,5.657717,0.630909,3.500000,False,Regular
163,374.000000,189.200000,0.000000,170.100000,10.100000,926.100000,756.700000,91,64.900376,3.054318,4.187427,False,64.963991,-0.063615,0.007094,3.500000,False,Regular
