RecordID,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,RobustDistance,DistanceCutoff,OutlierFlag,OutlierStatus
42,0.127440,0.000000,6.910000,0,0.448000,6.770000,2.900000,5.720900,3,233,17.900000,385.410000,4.840000,26.600000,3.687204,4.973490,False,Inlier
43,0.141500,0.000000,6.910000,0,0.448000,6.169000,6.600000,5.720900,3,233,17.900000,383.370000,5.810000,25.300000,3.091271,4.973490,False,Inlier
44,0.159360,0.000000,6.910000,0,0.448000,6.211000,6.500000,5.720900,3,233,17.900000,394.460000,7.440000,24.700000,3.156396,4.973490,False,Inlier
45,0.122690,0.000000,6.910000,0,0.448000,6.069000,40.000000,5.720900,3,233,17.900000,389.390000,9.550000,21.200000,2.252528,4.973490,False,Inlier
46,0.171420,0.000000,6.910000,0,0.448000,5.682000,33.800000,5.100400,3,233,17.900000,396.900000,10.210000,19.300000,2.588638,4.973490,False,Inlier
47,0.188360,0.000000,6.910000,0,0.448000,5.786000,33.300000,5.100400,3,233,17.900000,396.900000,14.150000,20.000000,2.789570,4.973490,False,Inlier
48,0.229270,0.000000,6.910000,0,0.448000,6.030000,85.500000,5.689400,3,233,17.900000,392.740000,18.800000,16.600000,3.703040,4.973490,False,Inlier
49,0.253870,0.000000,6.910000,0,0.448000,5.399000,95.300000,5.870000,3,233,17.900000,396.900000,30.810000,14.400000,6.418148,4.973490,True,Outlier
50,0.219770,0.000000,6.910000,0,0.448000,5.602000,62.000000,6.087700,3,233,17.900000,396.900000,16.200000,19.400000,3.117984,4.973490,False,Inlier
51,0.088730,21.000000,5.640000,0,0.439000,5.963000,45.700000,6.814700,4,243,16.800000,395.560000,13.450000,19.700000,2.630789,4.973490,False,Inlier
52,0.043370,21.000000,5.640000,0,0.439000,6.115000,63.000000,6.814700,4,243,16.800000,393.970000,9.430000,20.500000,2.874798,4.973490,False,Inlier
53,0.053600,21.000000,5.640000,0,0.439000,6.511000,21.100000,6.814700,4,243,16.800000,396.900000,5.280000,25.000000,2.445811,4.973490,False,Inlier
54,0.049810,21.000000,5.640000,0,0.439000,5.998000,21.400000,6.814700,4,243,16.800000,396.900000,8.430000,23.400000,2.423468,4.973490,False,Inlier
55,0.013600,75.000000,4.000000,0,0.410000,5.888000,47.600000,7.319700,3,469,21.100000,396.900000,14.800000,18.900000,7.379854,4.973490,True,Outlier
56,0.013110,90.000000,1.220000,0,0.403000,7.249000,21.900000,8.696600,5,226,17.900000,395.930000,4.810000,35.400000,6.557269,4.973490,True,Outlier
57,0.020550,85.000000,0.740000,0,0.410000,6.383000,35.700000,9.187600,2,313,17.300000,396.900000,5.770000,24.700000,5.379699,4.973490,True,Outlier
58,0.014320,100.000000,1.320000,0,0.411000,6.816000,40.500000,8.324800,5,256,15.100000,392.900000,3.950000,31.600000,6.320246,4.973490,True,Outlier
59,0.154450,25.000000,5.130000,0,0.453000,6.145000,29.200000,7.814800,8,284,19.700000,390.680000,6.860000,23.300000,3.198118,4.973490,False,Inlier
60,0.103280,25.000000,5.130000,0,0.453000,5.927000,47.200000,6.932000,8,284,19.700000,396.900000,9.220000,19.600000,2.993687,4.973490,False,Inlier
61,0.149320,25.000000,5.130000,0,0.453000,5.741000,66.200000,7.225400,8,284,19.700000,395.110000,13.150000,18.700000,3.515762,4.973490,False,Inlier
62,0.171710,25.000000,5.130000,0,0.453000,5.966000,93.400000,6.818500,8,284,19.700000,378.080000,14.440000,16.000000,4.209158,4.973490,False,Inlier
63,0.110270,25.000000,5.130000,0,0.453000,6.456000,67.800000,7.225500,8,284,19.700000,396.900000,6.730000,22.200000,3.464307,4.973490,False,Inlier
64,0.126500,25.000000,5.130000,0,0.453000,6.762000,43.400000,7.980900,8,284,19.700000,395.580000,9.500000,25.000000,3.565519,4.973490,False,Inlier
65,0.019510,17.500000,1.380000,0,0.416100,7.104000,59.500000,9.222900,3,216,18.600000,393.240000,8.050000,33.000000,5.173434,4.973490,True,Outlier
66,0.035840,80.000000,3.370000,0,0.398000,6.290000,17.800000,6.611500,4,337,16.100000,396.900000,4.670000,23.500000,4.882804,4.973490,False,Inlier
67,0.043790,80.000000,3.370000,0,0.398000,5.787000,31.100000,6.611500,4,337,16.100000,396.900000,10.240000,19.400000,5.070605,4.973490,True,Outlier
68,0.057890,12.500000,6.070000,0,0.409000,5.878000,21.400000,6.498000,4,345,18.900000,396.210000,8.100000,22.000000,2.755119,4.973490,False,Inlier
69,0.135540,12.500000,6.070000,0,0.409000,5.594000,36.800000,6.498000,4,345,18.900000,396.900000,13.090000,17.400000,2.845560,4.973490,False,Inlier
70,0.128160,12.500000,6.070000,0,0.409000,5.885000,33.000000,6.498000,4,345,18.900000,396.900000,8.790000,20.900000,2.607475,4.973490,False,Inlier
71,0.088260,0.000000,10.810000,0,0.413000,6.417000,6.600000,5.287300,4,305,19.200000,383.730000,6.720000,24.200000,3.600792,4.973490,False,Inlier
72,0.158760,0.000000,10.810000,0,0.413000,5.961000,17.500000,5.287300,4,305,19.200000,376.940000,9.880000,21.700000,3.122185,4.973490,False,Inlier
73,0.091640,0.000000,10.810000,0,0.413000,6.065000,7.800000,5.287300,4,305,19.200000,390.910000,5.520000,22.800000,3.440184,4.973490,False,Inlier
74,0.195390,0.000000,10.810000,0,0.413000,6.245000,6.200000,5.287300,4,305,19.200000,377.170000,7.540000,23.400000,3.535282,4.973490,False,Inlier
75,0.078960,0.000000,12.830000,0,0.437000,6.273000,6.000000,4.251500,5,398,18.700000,394.920000,6.780000,24.100000,3.921770,4.973490,False,Inlier
76,0.095120,0.000000,12.830000,0,0.437000,6.286000,45.000000,4.502600,5,398,18.700000,383.230000,8.940000,21.400000,3.015000,4.973490,False,Inlier
77,0.101530,0.000000,12.830000,0,0.437000,6.279000,74.500000,4.052200,5,398,18.700000,373.660000,11.970000,20.000000,3.297791,4.973490,False,Inlier
78,0.087070,0.000000,12.830000,0,0.437000,6.140000,45.800000,4.090500,5,398,18.700000,386.960000,10.270000,20.800000,2.994306,4.973490,False,Inlier
79,0.056460,0.000000,12.830000,0,0.437000,6.232000,53.700000,5.014100,5,398,18.700000,386.400000,12.340000,21.200000,3.036607,4.973490,False,Inlier
80,0.083870,0.000000,12.830000,0,0.437000,5.874000,36.600000,4.502600,5,398,18.700000,396.060000,9.100000,20.300000,3.080090,4.973490,False,Inlier
81,0.041130,25.000000,4.860000,0,0.426000,6.727000,33.500000,5.400700,4,281,19.000000,396.900000,5.290000,28.000000,2.188449,4.973490,False,Inlier
82,0.044620,25.000000,4.860000,0,0.426000,6.619000,70.400000,5.400700,4,281,19.000000,395.630000,7.220000,23.900000,2.541081,4.973490,False,Inlier
83,0.036590,25.000000,4.860000,0,0.426000,6.302000,32.200000,5.400700,4,281,19.000000,396.900000,6.720000,24.800000,2.081693,4.973490,False,Inlier
84,0.035510,25.000000,4.860000,0,0.426000,6.167000,46.700000,5.400700,4,281,19.000000,390.640000,7.510000,22.900000,2.057445,4.973490,False,Inlier
85,0.050590,0.000000,4.490000,0,0.449000,6.389000,48.000000,4.779400,3,247,18.500000,396.900000,9.620000,23.900000,1.757965,4.973490,False,Inlier
86,0.057350,0.000000,4.490000,0,0.449000,6.630000,56.100000,4.437700,3,247,18.500000,392.300000,6.530000,26.600000,1.799387,4.973490,False,Inlier
87,0.051880,0.000000,4.490000,0,0.449000,6.015000,45.100000,4.427200,3,247,18.500000,395.990000,12.860000,22.500000,2.211546,4.973490,False,Inlier
88,0.071510,0.000000,4.490000,0,0.449000,6.121000,56.800000,3.747600,3,247,18.500000,395.150000,8.440000,22.200000,2.284049,4.973490,False,Inlier
89,0.056600,0.000000,3.410000,0,0.489000,7.007000,86.300000,3.421700,2,270,17.800000,396.900000,5.500000,23.600000,3.592039,4.973490,False,Inlier
90,0.053020,0.000000,3.410000,0,0.489000,7.079000,63.100000,3.414500,2,270,17.800000,396.060000,5.700000,28.700000,2.628013,4.973490,False,Inlier
91,0.046840,0.000000,3.410000,0,0.489000,6.417000,66.100000,3.092300,2,270,17.800000,392.180000,8.810000,22.600000,2.584064,4.973490,False,Inlier
92,0.039320,0.000000,3.410000,0,0.489000,6.405000,73.900000,3.092100,2,270,17.800000,393.550000,8.200000,22.000000,2.805570,4.973490,False,Inlier
93,0.042030,28.000000,15.040000,0,0.464000,6.442000,53.600000,3.665900,4,270,18.200000,395.010000,8.160000,22.900000,4.372780,4.973490,False,Inlier
94,0.028750,28.000000,15.040000,0,0.464000,6.211000,28.900000,3.665900,4,270,18.200000,396.330000,6.210000,25.000000,4.553898,4.973490,False,Inlier
95,0.042940,28.000000,15.040000,0,0.464000,6.249000,77.300000,3.615000,4,270,18.200000,396.900000,10.590000,20.600000,4.605371,4.973490,False,Inlier
96,0.122040,0.000000,2.890000,0,0.445000,6.625000,57.800000,3.495200,2,276,18.000000,357.980000,6.650000,28.400000,2.527944,4.973490,False,Inlier
97,0.115040,0.000000,2.890000,0,0.445000,6.163000,69.600000,3.495200,2,276,18.000000,391.830000,11.340000,21.400000,2.797613,4.973490,False,Inlier
98,0.120830,0.000000,2.890000,0,0.445000,8.069000,76.000000,3.495200,2,276,18.000000,396.900000,4.210000,38.700000,4.467323,4.973490,False,Inlier
99,0.081870,0.000000,2.890000,0,0.445000,7.820000,36.900000,3.495200,2,276,18.000000,393.530000,3.570000,43.800000,4.995509,4.973490,True,Outlier
100,0.068600,0.000000,2.890000,0,0.445000,7.416000,62.500000,3.495200,2,276,18.000000,396.900000,6.190000,33.200000,3.296330,4.973490,False,Inlier
101,0.148660,0.000000,8.560000,0,0.520000,6.727000,79.900000,2.777800,5,384,20.900000,394.760000,9.420000,27.500000,3.032927,4.973490,False,Inlier
102,0.114320,0.000000,8.560000,0,0.520000,6.781000,71.300000,2.856100,5,384,20.900000,395.580000,7.670000,26.500000,2.947521,4.973490,False,Inlier
103,0.228760,0.000000,8.560000,0,0.520000,6.405000,85.400000,2.714700,5,384,20.900000,70.800000,10.630000,18.600000,3.029003,4.973490,False,Inlier
104,0.211610,0.000000,8.560000,0,0.520000,6.137000,87.400000,2.714700,5,384,20.900000,394.470000,13.440000,19.300000,2.724111,4.973490,False,Inlier
105,0.139600,0.000000,8.560000,0,0.520000,6.167000,90.000000,2.421000,5,384,20.900000,392.690000,12.330000,20.100000,2.897499,4.973490,False,Inlier
106,0.132620,0.000000,8.560000,0,0.520000,5.851000,96.700000,2.106900,5,384,20.900000,394.050000,16.470000,19.500000,3.353536,4.973490,False,Inlier
107,0.171200,0.000000,8.560000,0,0.520000,5.836000,91.900000,2.211000,5,384,20.900000,395.670000,18.660000,19.500000,3.523460,4.973490,False,Inlier
108,0.131170,0.000000,8.560000,0,0.520000,6.127000,85.200000,2.122400,5,384,20.900000,387.690000,14.090000,20.400000,3.007833,4.973490,False,Inlier
109,0.128020,0.000000,8.560000,0,0.520000,6.474000,97.100000,2.432900,5,384,20.900000,395.240000,12.270000,19.800000,3.136171,4.973490,False,Inlier
110,0.263630,0.000000,8.560000,0,0.520000,6.229000,91.200000,2.545100,5,384,20.900000,391.230000,15.550000,19.400000,2.953390,4.973490,False,Inlier
111,0.107930,0.000000,8.560000,0,0.520000,6.195000,54.400000,2.777800,5,384,20.900000,393.490000,13.000000,21.700000,3.067207,4.973490,False,Inlier
112,0.100840,0.000000,10.010000,0,0.547000,6.715000,81.600000,2.677500,6,432,17.800000,395.590000,10.160000,22.800000,2.873454,4.973490,False,Inlier
113,0.123290,0.000000,10.010000,0,0.547000,5.913000,92.900000,2.353400,6,432,17.800000,394.950000,16.210000,18.800000,3.048235,4.973490,False,Inlier
114,0.222120,0.000000,10.010000,0,0.547000,6.092000,95.400000,2.548000,6,432,17.800000,396.900000,17.090000,18.700000,3.055010,4.973490,False,Inlier
115,0.142310,0.000000,10.010000,0,0.547000,6.254000,84.200000,2.256500,6,432,17.800000,388.740000,10.450000,18.500000,3.276692,4.973490,False,Inlier
116,0.171340,0.000000,10.010000,0,0.547000,5.928000,88.200000,2.463100,6,432,17.800000,344.910000,15.760000,18.300000,2.927242,4.973490,False,Inlier
117,0.131580,0.000000,10.010000,0,0.547000,6.176000,72.500000,2.730100,6,432,17.800000,393.300000,12.040000,21.200000,2.569529,4.973490,False,Inlier
118,0.150980,0.000000,10.010000,0,0.547000,6.021000,82.600000,2.747400,6,432,17.800000,394.510000,10.300000,19.200000,3.090348,4.973490,False,Inlier
119,0.130580,0.000000,10.010000,0,0.547000,5.872000,73.100000,2.477500,6,432,17.800000,338.630000,15.370000,20.400000,2.848008,4.973490,False,Inlier
120,0.144760,0.000000,10.010000,0,0.547000,5.731000,65.200000,2.759200,6,432,17.800000,391.500000,13.610000,19.300000,2.835755,4.973490,False,Inlier
121,0.068990,0.000000,25.650000,0,0.581000,5.870000,69.700000,2.257700,2,188,19.100000,389.150000,14.370000,22.000000,7.858227,4.973490,True,Outlier
122,0.071650,0.000000,25.650000,0,0.581000,6.004000,84.100000,2.197400,2,188,19.100000,377.670000,14.270000,20.300000,7.792189,4.973490,True,Outlier
123,0.092990,0.000000,25.650000,0,0.581000,5.961000,92.900000,2.086900,2,188,19.100000,378.090000,17.930000,20.500000,7.929625,4.973490,True,Outlier
124,0.150380,0.000000,25.650000,0,0.581000,5.856000,97.000000,1.944400,2,188,19.100000,370.310000,25.410000,17.300000,8.527183,4.973490,True,Outlier
125,0.098490,0.000000,25.650000,0,0.581000,5.879000,95.800000,2.006300,2,188,19.100000,379.380000,17.580000,18.800000,7.895084,4.973490,True,Outlier
126,0.169020,0.000000,25.650000,0,0.581000,5.986000,88.400000,1.992900,2,188,19.100000,385.020000,14.810000,21.400000,7.849747,4.973490,True,Outlier
127,0.387350,0.000000,25.650000,0,0.581000,5.613000,95.600000,1.757200,2,188,19.100000,359.290000,27.260000,15.700000,8.693364,4.973490,True,Outlier
128,0.259150,0.000000,21.890000,0,0.624000,5.693000,96.000000,1.788300,4,437,21.200000,392.110000,17.190000,16.200000,4.039741,4.973490,False,Inlier
129,0.325430,0.000000,21.890000,0,0.624000,6.431000,98.800000,1.812500,4,437,21.200000,396.900000,15.390000,18.000000,4.099005,4.973490,False,Inlier
130,0.881250,0.000000,21.890000,0,0.624000,5.637000,94.700000,1.979900,4,437,21.200000,396.900000,18.340000,14.300000,3.947941,4.973490,False,Inlier
131,0.340060,0.000000,21.890000,0,0.624000,6.458000,98.900000,2.118500,4,437,21.200000,395.040000,12.600000,19.200000,4.203870,4.973490,False,Inlier
132,1.192940,0.000000,21.890000,0,0.624000,6.326000,97.700000,2.271000,4,437,21.200000,396.900000,12.260000,19.600000,4.295637,4.973490,False,Inlier
133,0.590050,0.000000,21.890000,0,0.624000,6.372000,97.900000,2.327400,4,437,21.200000,385.760000,11.120000,23.000000,4.627309,4.973490,False,Inlier
134,0.329820,0.000000,21.890000,0,0.624000,5.822000,95.400000,2.469900,4,437,21.200000,388.690000,15.030000,18.400000,4.263029,4.973490,False,Inlier
135,0.976170,0.000000,21.890000,0,0.624000,5.757000,98.400000,2.346000,4,437,21.200000,262.760000,17.310000,15.600000,4.039255,4.973490,False,Inlier
136,0.557780,0.000000,21.890000,0,0.624000,6.335000,98.200000,2.110700,4,437,21.200000,394.670000,16.960000,18.100000,4.125063,4.973490,False,Inlier
137,0.322640,0.000000,21.890000,0,0.624000,5.942000,93.500000,1.966900,4,437,21.200000,378.250000,16.900000,17.400000,4.002470,4.973490,False,Inlier
138,0.352330,0.000000,21.890000,0,0.624000,6.454000,98.400000,1.849800,4,437,21.200000,394.080000,14.590000,17.100000,4.114679,4.973490,False,Inlier
139,0.249800,0.000000,21.890000,0,0.624000,5.857000,98.200000,1.668600,4,437,21.200000,392.040000,21.320000,13.300000,4.154369,4.973490,False,Inlier
140,0.544520,0.000000,21.890000,0,0.624000,6.151000,97.900000,1.668700,4,437,21.200000,396.900000,18.460000,17.800000,4.130796,4.973490,False,Inlier
141,0.290900,0.000000,21.890000,0,0.624000,6.174000,93.600000,1.611900,4,437,21.200000,388.080000,24.160000,14.000000,4.977593,4.973490,True,Outlier
142,1.628640,0.000000,21.890000,0,0.624000,5.019000,100.000000,1.439400,4,437,21.200000,396.900000,34.410000,14.400000,7.200512,4.973490,True,Outlier
143,3.321050,0.000000,19.580000,1,0.871000,5.403000,100.000000,1.321600,5,403,14.700000,396.900000,26.820000,13.400000,9.854025,4.973490,True,Outlier
144,4.097400,0.000000,19.580000,0,0.871000,5.468000,100.000000,1.411800,5,403,14.700000,396.900000,26.420000,15.600000,10.002259,4.973490,True,Outlier
145,2.779740,0.000000,19.580000,0,0.871000,4.903000,97.800000,1.345900,5,403,14.700000,396.900000,29.290000,11.800000,10.240822,4.973490,True,Outlier
146,2.379340,0.000000,19.580000,0,0.871000,6.130000,100.000000,1.419100,5,403,14.700000,172.910000,27.800000,13.800000,9.978327,4.973490,True,Outlier
147,2.155050,0.000000,19.580000,0,0.871000,5.628000,100.000000,1.516600,5,403,14.700000,169.270000,16.650000,15.600000,9.702477,4.973490,True,Outlier
148,2.368620,0.000000,19.580000,0,0.871000,4.926000,95.700000,1.460800,5,403,14.700000,391.710000,29.530000,14.600000,10.540684,4.973490,True,Outlier
149,2.330990,0.000000,19.580000,0,0.871000,5.186000,93.800000,1.529600,5,403,14.700000,356.990000,28.320000,17.800000,10.604818,4.973490,True,Outlier
150,2.733970,0.000000,19.580000,0,0.871000,5.597000,94.900000,1.525700,5,403,14.700000,351.850000,21.450000,15.400000,9.693445,4.973490,True,Outlier
151,1.656600,0.000000,19.580000,0,0.871000,6.122000,97.300000,1.618000,5,403,14.700000,372.800000,14.100000,21.500000,9.758719,4.973490,True,Outlier
152,1.496320,0.000000,19.580000,0,0.871000,5.404000,100.000000,1.591600,5,403,14.700000,341.600000,13.280000,19.600000,10.278132,4.973490,True,Outlier
153,1.126580,0.000000,19.580000,1,0.871000,5.012000,88.000000,1.610200,5,403,14.700000,343.280000,12.120000,15.300000,10.552850,4.973490,True,Outlier
154,2.149180,0.000000,19.580000,0,0.871000,5.709000,98.500000,1.623200,5,403,14.700000,261.950000,15.790000,19.400000,9.876847,4.973490,True,Outlier
155,1.413850,0.000000,19.580000,1,0.871000,6.129000,96.000000,1.749400,5,403,14.700000,321.020000,15.120000,17.000000,9.628212,4.973490,True,Outlier
156,3.535010,0.000000,19.580000,1,0.871000,6.152000,82.600000,1.745500,5,403,14.700000,88.010000,15.020000,15.600000,9.790835,4.973490,True,Outlier
157,2.446680,0.000000,19.580000,0,0.871000,5.272000,94.000000,1.736400,5,403,14.700000,88.630000,16.140000,13.100000,10.006020,4.973490,True,Outlier
158,1.223580,0.000000,19.580000,0,0.605000,6.943000,97.400000,1.877300,5,403,14.700000,363.430000,4.590000,41.300000,7.937702,4.973490,True,Outlier
159,1.342840,0.000000,19.580000,0,0.605000,6.066000,100.000000,1.757300,5,403,14.700000,353.890000,6.430000,24.300000,6.989569,4.973490,True,Outlier
160,1.425020,0.000000,19.580000,0,0.871000,6.510000,100.000000,1.765900,5,403,14.700000,364.310000,7.390000,23.300000,10.142952,4.973490,True,Outlier
161,1.273460,0.000000,19.580000,1,0.605000,6.250000,92.600000,1.798400,5,403,14.700000,338.920000,5.500000,27.000000,6.815524,4.973490,True,Outlier
162,1.463360,0.000000,19.580000,0,0.605000,7.489000,90.800000,1.970900,5,403,14.700000,374.430000,1.730000,50.000000,9.174987,4.973490,True,Outlier
163,1.833770,0.000000,19.580000,1,0.605000,7.802000,98.200000,2.040700,5,403,14.700000,389.610000,1.920000,50.000000,9.129414,4.973490,True,Outlier
164,1.519020,0.000000,19.580000,1,0.605000,8.375000,93.900000,2.162000,5,403,14.700000,388.450000,3.320000,50.000000,8.826971,4.973490,True,Outlier
165,2.242360,0.000000,19.580000,0,0.605000,5.854000,91.800000,2.422000,5,403,14.700000,395.110000,11.640000,22.700000,6.436563,4.973490,True,Outlier
166,2.924000,0.000000,19.580000,0,0.605000,6.101000,93.000000,2.283400,5,403,14.700000,240.160000,9.810000,25.000000,6.594519,4.973490,True,Outlier
167,2.010190,0.000000,19.580000,0,0.605000,7.929000,96.200000,2.045900,5,403,14.700000,369.300000,3.700000,50.000000,9.023405,4.973490,True,Outlier
168,1.800280,0.000000,19.580000,0,0.605000,5.877000,79.200000,2.425900,5,403,14.700000,227.610000,12.140000,23.800000,6.158626,4.973490,True,Outlier
169,2.300400,0.000000,19.580000,0,0.605000,6.319000,96.100000,2.100000,5,403,14.700000,297.090000,11.100000,23.800000,6.168329,4.973490,True,Outlier
170,2.449530,0.000000,19.580000,0,0.605000,6.402000,95.200000,2.262500,5,403,14.700000,330.040000,11.320000,22.300000,6.121998,4.973490,True,Outlier
171,1.207420,0.000000,19.580000,0,0.605000,5.875000,94.600000,2.425900,5,403,14.700000,292.290000,14.430000,17.400000,6.081738,4.973490,True,Outlier
172,2.313900,0.000000,19.580000,0,0.605000,5.880000,97.300000,2.388700,5,403,14.700000,348.130000,12.030000,19.100000,6.411124,4.973490,True,Outlier
